tier,year,scenario,iit_rate,vls_rate_adult,patients_retained
Moderate,2025,B,0.09410746753246754,0.9052571428571429,0.0
Moderate,2026,B,0.09410746753246754,0.9052571428571429,0.0
Moderate,2027,B,0.09410746753246754,0.9052571428571429,0.0
Moderate,2028,B,0.09410746753246754,0.9052571428571429,0.0
Moderate,2029,B,0.09410746753246754,0.9052571428571429,0.0
Moderate,2030,B,0.09410746753246754,0.9052571428571429,0.0
